emily-dickinson,page = 1,id = 0," Surgeons must be very careful. When they take the knife!,&#13; Underneath their fine incisions, stirs the Culprit   Life!"
emily-dickinson,page = 1,id = 1, Because I could not stop for Death   He kindly stopped for me   The carriage held but just ourselvesAnd immortality.
emily-dickinson,page = 1,id = 2," There's a certain Slant of light, Winter Afternoons  That oppresses, like the Heft Of Cathedral Tunes"
emily-dickinson,page = 1,id = 3," Old age comes on suddenly, and not gradually as is thought."
emily-dickinson,page = 1,id = 4," The possible's slow fuse is lit, by the Imagination."
emily-dickinson,page = 1,id = 5, Anger as soon as fed is dead   'Tis starving makes it fat.
emily-dickinson,page = 1,id = 6, Success is counted sweetest by those who ne'er succeed.
emily-dickinson,page = 1,id = 7," Hope is the thing with feathers That perches in the soul. And sings the tune Without the words, and never stops at all."
emily-dickinson,page = 1,id = 8," If I can stop one heart from breaking, I shall not live in vain."
emily-dickinson,page = 1,id = 9," Where thou art, that is home."
emily-dickinson,page = 1,id = 10, Beauty is not caused. It is.
emily-dickinson,page = 1,id = 11," Remember if you marry for beauty, thou bindest thyself all thy life for that which perchance, will neither last nor please thee one year: and when thou hast it, it will be to thee of no price at all."
emily-dickinson,page = 1,id = 12," If I read a book and it makes my whole body so cold no fire can ever warm me, I know that is poetry."
emily-dickinson,page = 1,id = 13, Celebrity is the chastisement of merit and the punishment of talent.
emily-dickinson,page = 1,id = 14, Luck is not chance - It's Toil - Fortune's expensive smile Is earned
emily-dickinson,page = 1,id = 15, AFRAID? Of whom am I afraid? <br/>Not death; for who is he? <br/>The porter of my fathers lodge <br/>As much abasheth me.
emily-dickinson,page = 1,id = 16, Narcotics cannot still the tooth<br/>That Nibbles at the soul
emily-dickinson,page = 1,id = 17," If it wasn't for dogs, some people would never go for a walk."
emily-dickinson,page = 1,id = 18, Dogs are better than human beings because they know but do not tell.
emily-dickinson,page = 1,id = 19," When I sound the fairy call, gather here in silent meeiing,<br/>Chin to knee on the orchard wall, cooled with dew and cherries eating.<br/>Merry, merry, take a cherry, mine are sounder, mine are rounder,<br/>Mine are sweeter for the eater, when the dews fall, and you'll be fairies all."
emily-dickinson,page = 1,id = 20," I confess that I love him, I rejoice that I love him, I thank the maker of Heaven and Earth that gave him to me. The exultation floods me."
emily-dickinson,page = 1,id = 21, Forever is composed of nows.
emily-dickinson,page = 1,id = 22," Finite to fail, but infinite to venture."
emily-dickinson,page = 1,id = 23, Faith is the pierless bridge supporting what we see unto the scene that we do not.
emily-dickinson,page = 1,id = 24," Fame is a bee. / It has a song / It has a sting / Ah, too, it has a wing."
emily-dickinson,page = 2,id = 25, Fame is a fickle food - Upon a shifting plate
emily-dickinson,page = 2,id = 26, I felt it shelter to speak to you.
emily-dickinson,page = 2,id = 27," They say that God is everywhere, and yet we always think of Him as somewhat of a recluse."
emily-dickinson,page = 2,id = 28," I measure every grief I meet with narrow, probing eyes - I wonder if it weighs like mine - or has an easier size."
emily-dickinson,page = 2,id = 29," To hope means to be ready at every moment for that which is not yet born, and yet not become desperate if there is no birth in our lifetime."
emily-dickinson,page = 2,id = 30, For Love is Immortality.
emily-dickinson,page = 2,id = 31, Find ecstasy in life; the mere sense of living is joy enough.
emily-dickinson,page = 2,id = 32, Life is a spell so exquisite that everything conspires to break it
emily-dickinson,page = 2,id = 33, To love is so startling it leaves little time for anything else.
emily-dickinson,page = 2,id = 34," Love is anterior to life, posterior to death, initial of creation, and the exponent of breath."
emily-dickinson,page = 2,id = 35, And Something's odd - within -<br/>That person that I was - <br/>And this One - do not feel the same - <br/>Could it be Madness - this?
emily-dickinson,page = 2,id = 36, Nature is what we know - Yet have not art to say - So impotent our wisdom is To her simplicity
emily-dickinson,page = 2,id = 37," How strange that nature does not knock, and yet does not intrude!"
emily-dickinson,page = 2,id = 38," Eden is that old-fashioned house we dwell in every day  Without suspecting our abode, until we drive away"
emily-dickinson,page = 2,id = 39," Poetry is not a turning loose of emotion, but an escape from emotion; it is not the expression of personality but an escape from personality. But, of course, only those who have personality and emotion know what it means to want to escape from these"
emily-dickinson,page = 2,id = 40," If I feel physically as if the top of my head were taken off, I know that is poetry."
emily-dickinson,page = 2,id = 41, The truth must dazzle gradually or every man be blind.
emily-dickinson,page = 2,id = 42, Prayer is the little implement through which men reach; where presence is denied them.
emily-dickinson,page = 2,id = 43, Saying nothing...sometimes says the most.
emily-dickinson,page = 2,id = 44, How frugal is the chariot that bears a human soul
emily-dickinson,page = 2,id = 45," The soul should always stand ajar, ready to welcome the ecstatic experience."
emily-dickinson,page = 2,id = 46, Tell all the truth but tell it slant - success in circuit lies.
emily-dickinson,page = 2,id = 47," Time is a Test of Trouble But not a Remedy If such it prove, it prove too There was no Malady"
emily-dickinson,page = 2,id = 48, A word is dead when it is said. Some say. I say it just begins to live that day.
emily-dickinson,page = 2,id = 49," Unable are the loved to die, for love is immortality."
emily-dickinson,page = 3,id = 50, Truth is so rare that it is delightful to tell it.
emily-dickinson,page = 3,id = 51, That it will never come again is what makes life so sweet.
emily-dickinson,page = 3,id = 52, Not knowing when the dawn will comeI open every door. 
emily-dickinson,page = 3,id = 53, Nature is a haunted house--but Art--is a house that tries to be haunted. 
emily-dickinson,page = 3,id = 54," Much Madness is Divinest Sense, to a Discerning Eye...."
emily-dickinson,page = 3,id = 55," A precious, mouldering pleasure 't isTo meet an antique bookIn just the dress his century wore;A privilege, I think,His venerable hand to take,And warming in our own,A passage back, or two, to makeTo times when he was young.His quaint opinions to inspect,His knowledge to unfoldOn what concerns our mutual mind,The literature of old..."
emily-dickinson,page = 3,id = 56," There is no Frigate like a bookTo take us Lands away,Nor any Coursers like a PageOf prancing Poetry..."
emily-dickinson,page = 3,id = 57," She died--this was the way she died;And when her breath was done,Took up her simple wardrobeAnd started for the sun.Her little figure at the gateThe angels must have spied,Since I could never find herUpon the mortal side. "
emily-dickinson,page = 3,id = 58," My life closed twice before its close; It yet remains to seeIf Immortality unveil A third event to me,So huge, so hopeless to conceive, As these that twice befell.Parting is all we know of heaven, And all we need of hell. "
emily-dickinson,page = 3,id = 59," The bustle in a houseThe morning after deathIs solemnest of industriesEnacted upon earth,--The sweeping up the heart,And putting love awayWe shall not want to use againUntil eternity"
emily-dickinson,page = 3,id = 60," Because I could not stop for Death,He kindly stopped for me;The carriage held but just ourselvesAnd Immortality.We slowly drove, he knew no haste,And I had put awayMy labour, and my leisure too,For his civility.We passed the school where children played,Their lessons scarcely done;We passed the fields of gazing grain,We passed the setting sun.We paused before a house that seemedA swelling of the ground;The roof was scarcely visible,The cornice but a mound.Since then 'tis centuries; but eachFeels shorter than the dayI first surmised the horses' headsWere toward eternity."
emily-dickinson,page = 3,id = 61," Faith slips - and laughs, and rallies"
emily-dickinson,page = 3,id = 62," Faith is a fine inventionWhen gentlemen can see,But microscopes are prudentIn an emergency."
emily-dickinson,page = 3,id = 63, Mine Enemy is growing old --I have at last Revenge --The Palate of the Hate departs --If any would avenge Let him be quick -- the Viand flits --It is a faded Meat --Anger as soon as fed is dead --'Tis starving makes it fat 
emily-dickinson,page = 3,id = 64, A letter always seemed to me like immortality because it is the mind alone without corporeal friend.
emily-dickinson,page = 3,id = 65," When Jesus tells us about his Father, we distrust him. When he shows us his Home, we turn away, but when he confides to us that he is 'acquainted with Grief', we listen, for that also is an Acquaintance of our own."
emily-dickinson,page = 3,id = 66," To make a prairie it takes a clover and one bee,One clover, and a bee,And revery.The revery alone will do,If bees are few. "
emily-dickinson,page = 3,id = 67," Inebriate of air am I,And debauchee of dew,Reeling, through endless summer days,From inns of molten blue."
emily-dickinson,page = 3,id = 68," Witchcraft was hung, in History,But History and IFind all the Witchcraft that we needAround us, every Day -"
emily-dickinson,page = 3,id = 69," Hope is the thing with feathersThat perches in the soul,And sings the tune without the words,And never stops at all,And sweetest in the gale is heard;And sore must be the stormThat could abash the little birdThat kept so many warm.I've heard it in the chilliest landAnd on the strangest sea;Yet, never, in extremity,It asked a crumb of me. "
emily-dickinson,page = 3,id = 70, A great hope fellYou heard no noiseThe ruin was within.
emily-dickinson,page = 3,id = 71, To live is so startling it leaves little time for anything else.
emily-dickinson,page = 3,id = 72, We never know how high we are till we are called to rise. Then if we are true to form our statures touch the skies. 
emily-dickinson,page = 3,id = 73, Tell all the Truth but tell it slant--Success in Cirrcuit liesToo bright for our infirm DelightThe Truth's superb surpriseAs Lightening to the Children easedWith explanation kindThe Truth must dazzle graduallyOr every man be blind--
emily-dickinson,page = 3,id = 74," That I shall love always, I argue theethat love is life,and life hath immortality"
emily-dickinson,page = 4,id = 75, Morning without you is a dwindled dawn.
emily-dickinson,page = 4,id = 76, Till I loved I never lived.
emily-dickinson,page = 4,id = 77," Heart, we will forget him,You and I, tonight!You must forget the warmth he gave,I will forget the light."
emily-dickinson,page = 4,id = 78," We outgrow love like other things and put it in a drawer, till it an antique fashion shows like costumes grandsires wore."
emily-dickinson,page = 4,id = 79," If you were coming in the fall,I'd brush the summer by,With half a smile and half a spurn,As housewives do a fly.If I could see you in a year,I'd wind the months in balls,And put them each in separate drawers,Until their time befalls. "
emily-dickinson,page = 4,id = 80," I'm nobody! Who are you?Are you nobody, too?Then there's a pair of us -- don't tell!They'd banish us, you know.How dreary to be somebody!How public, like a frogTo tell your name the livelong dayTo an admiring bog! "
emily-dickinson,page = 4,id = 81, A wounded dear leaps the highest
emily-dickinson,page = 4,id = 82," There's a certain slant of light,On winter afternoons,That oppresses, like the weightOf cathedral tunes."
